thread_id,thread_title,post_idx_in_thread,page_idx_in_thread,timestamp_utc,author_hmac,author_was_guest,content_clean,content_hash,content_len_chars,content_len_chars_raw,is_reply,had_quote_block,n_urls,n_emojis,parent_post_idx,votes_up,votes_down,url_canonical,parser_version,scraped_at_utc
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",4,4,2024-12-26T23:49:00+00:00,546fe158fa8ec8c5296e,True,"No jak widać Ci myślący nie mają tam prawa głosu lub opuścili studio, bo CDPR dalej w to brnie... Concord, Dustborn, Saints Row Reboot, Unknown 9, Forspoken, Veilguard, Outlaws...Wiedźmin 4?",137aa4d643bce55a,190,190,False,False,0,0,,7,8,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69378153.html",0.2.0,2026-05-14T13:23:52.737931+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",5,5,2024-12-27T00:26:00+00:00,09318b83a5d3cca8f66e,True,"Tak tak, CDR dalej w to brnie i tak co kwartał wyciąga po kilkadziesiąt milionów zysku, a kasy odłożone mają tyle, że mogliby te wszystkie studia wciągnąć nosem gdyby nie fundy... Sprzedałeś chłopczyku i marudzisz, naprawdę warto ryzykować, że spadnie nawet o 10 zł? Większe prawdopodobieństwo jest wzrostów czy spadków? Inwestorzy xd",fd3856ffe4b4bf3e,334,332,False,False,0,0,,11,8,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69378217.html",0.2.0,2026-05-14T13:23:56.496232+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",6,6,2024-12-27T09:12:00+00:00,546fe158fa8ec8c5296e,True,"Patrz w przyszłość dekadę, czy dwie. Jakbym napisał w 2014, że Ubisoft będzie miał w 2024 problemy przez DEI to byś się pewnie śmiał. A red flagi były już wtedy. Co jak W4 jednak nie wypali? Czy spełni wysokie oczekiwania inwestorów i graczy? A co z W5?",04654590d0c5a6da,253,253,False,False,0,0,,3,4,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69379067.html",0.2.0,2026-05-14T13:23:59.607687+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",7,7,2024-12-27T09:23:00+00:00,adcb4c6872abc5ee46d1,True,"a co jak wypali ? :) i w przyszlośc kolejne projkety remake w1 , w5 , next cyberpunk :)",f7e23d28dfd35b1e,87,87,False,False,0,0,,5,2,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69379189.html",0.2.0,2026-05-14T13:24:06.695241+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",8,8,2024-12-27T09:59:00+00:00,546fe158fa8ec8c5296e,True,"Mieszany odbiór trailera sugeruje co innego. Pamiętaj, że oczekiwania rynku są olbrzymie. W4 musi się sprzedać kilka razy lepiej niż W3 by uzasadnić bardzo wysoką kapitalizację spółki.",13eaf4dcb2a7762e,184,184,False,False,0,0,,5,7,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69379851.html",0.2.0,2026-05-14T13:24:13.458749+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",9,9,2024-12-27T20:53:00+00:00,adcb4c6872abc5ee46d1,True,kilka razy lepiej? gracz to ty jestes tylko z nazwy :) ta 200 milionow kopii musza sprzedac bo inaczej bedzie porażką haha mieszany odbior no ta 90 procent pozytywnych ocen patrzac po lapkach co by nie zaprezmtowali to i tak bylby mieszany bo rzeczywiscie spolecznosc duza i kazdemu nie dogodzisz ciri zle bo baba i ma supermoce i lore sie nie zgadza haha pociagneliby dalej geralta to by byly glosy ze spieniezaja tytul bo mialby byc geralt na emeryturze generator postaci i calkiem nowi bohaterowi nie no chcialem zagrac kims z serii co juz byli itp itd,9b00aabd6f57f6a0,555,555,False,False,0,0,,6,4,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69387807.html",0.2.0,2026-05-14T13:24:16.814426+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",10,10,2024-12-27T21:07:00+00:00,742826b8419a8aa65590,True,Kierunek Ubisoft. To pewne.,6378aaf75731fd37,27,27,False,False,0,0,,4,4,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69387901.html",0.2.0,2026-05-14T13:24:20.670268+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",11,11,2024-12-27T21:34:00+00:00,adcb4c6872abc5ee46d1,True,okej ja mowie kierunek polnoc,76f7a29adb70c3c9,29,29,False,False,0,0,,2,0,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69388077.html",0.2.0,2026-05-14T13:24:38.297542+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",12,12,2024-12-28T12:08:00+00:00,0fb59db03ac2266fe4b4,True,"Akcje kupowalem po 90 pln i potrzymam ale tym wszystkim sliniącymi się inwestorom mówię że trailer mnie nie poruszył. Oczekiwałem czegoś lepszego. I nie. Nie gram na spadki. Gram czasem w w3 i uważam że niepotrzebnie kombinują. Jak ktoś nie rozumie co to może przeczytać trzeba opowiadanie Sapkowskiego ""Coś więcej"". Po co robić z niej wiedzmina. A not tak , dla sprzedaży. Już to gdzieś widziałem i wyszło słabo..",a18776777e8518e0,414,414,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69390719.html",0.2.0,2026-05-14T13:24:47.616181+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",13,13,2024-12-28T12:50:00+00:00,adcb4c6872abc5ee46d1,True,Ale ty nie jesteś graczem co widać i czuć Po co robić bo zrobić z niej wiedźmina otwiera duże możliwości gameplayowe nie musisz bazować znowu na tych samych znakach moga dodać więcej magii jakiś skoki między światami jak nie utraci tej mocy nie wiem co kombinują A tak zwykły wiedźmin to może i by się znudził bo remake robią Wieśka 1 a Ameryce robią multibz otwartym światem coś czuje że zrobią MMORPG takie przed wydarzeniami w wiesku jak było dużo klanów dużo wiedźminów kolejnym zwykły wiedźmin to dla mnie np już by był przesyt no nie ciężki temat A że na siłę robią to wcale nie bo oficjalnie powiedzieli że takie plany już mieli dawno co nawet pokazuje jedno z zakończeń żeby ciri została wiedzminem Także jesteś tylko akcjonariuszem a graczem to niedzielnym jak nie widzisz w tym sensu,c75404c0e798ad82,793,793,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69391015.html",0.2.0,2026-05-14T13:24:53.521784+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",14,14,2024-12-28T15:05:00+00:00,adcb4c6872abc5ee46d1,True,"no to tak jak piszesz grasz czasami :) widać ze nie jesteś graczem tylko akcjonariuszem albo trolem ciri akurat otwiera wiele furtek w gameplay (umie mieczem, moze umiec w magie, może skakac miedzy wymiarami itp itd) otwiera to duzo możliwości dla pieniędzy no tak robia to dla pieniedzy chyba logiczne i tak jak pisałem wczesniej co by nie zrobili z nowa saga to by się znaleźli hejterzy każdego rozwiązania",67c68a9e2de9d316,408,409,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69391777.html",0.2.0,2026-05-14T13:25:04.927439+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",15,15,2024-12-28T16:58:00+00:00,546fe158fa8ec8c5296e,True,"Dla wielu graczy furtka się od razu zamyka na starcie bo gramy kobietą. Mi to nie przeszkadza, ale wielu potencjalnym kupującym już tak. A jak nie widzisz mieszanych komentarzy np. na forum Wiedźmina 3 na Steamie, czy na Youtube no to cóż. A moderatorzy dorzucjaą oliwy do ognia banując graczy... A najgorsze, że po tym trailerze hype nie ma. Jak wychodziły trailery Wiedźmina 3 to internet płonął. A tu kiepsko. Już KCD2 wbudza większe emocje graczy. Do tyłu jesteś z info lub po prostu nie chcesz widzieć znaków ostrzegawczych jak np. akcjonariusze 11bit przed premierą FP2. W4 oczywiście na siebie zarobi, ale czy będzie tym wielkim hitem który spełni oczekiwania rynku?",d3479473345d04b9,673,673,False,False,0,0,,0,2,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69392375.html",0.2.0,2026-05-14T13:25:07.861632+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",16,16,2024-12-28T17:22:00+00:00,0fb59db03ac2266fe4b4,True,Jako graczowi już wystarczyło kilkadziesiąt mieczy wiedzminskich w W3. Tak jakby ktoś nie czytał wiedzmina jak trudno było o taki miecz i ile kosztował. Zrobili sklep jak w diablo. Trudno. Ale jak zmieniasz glownego bohatera to chociaż zmień nazwę gry. To primo. Sekundo to nie wiesz kim jestem ale wiedz że ja tego pomysłu czyli gry za ponad 200 moze 300 pln nie kupię bo nie zechce sobie psuć obrazu świata który zbudował Sapkowski i żadne oskarżanie że nie jestem graczem czy też lobbuje na podrzędnym forum tego nie zmieni :D. Ktoś z was ma akcji za milion. Niech zarobi mi nic do tego. Sam mam akcje. Ale pomysł z takim bohaterem produktu który ma mieć wzięcie dla mnie jest takie że go nie kupuje i na 99 procent nie kupię tego produktu chyba że otrzyma recenzje 10/10. Tylko widać ty tego ni jak nie zrozumiesz i zaklinasz rzeczywistość.,d21395645b603b9f,844,844,False,False,0,0,,2,3,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69392473.html",0.2.0,2026-05-14T13:25:12.867270+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",17,17,2024-12-27T19:07:00+00:00,7fc220a657e243755bdc,True,Jak nie wypali to będziemy czekać na W5 w 2034,6b9f5d772cfe3087,46,46,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-you-states-he-wants-to-punch-gamers,69386959.html",0.2.0,2026-05-14T13:25:16.179182+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",18,18,2024-12-27T09:37:00+00:00,3cce795b0802a12d81e3,True,te shorty to sie coraz bardziej zdesperowane robią,d38a7b60e80aaf99,50,50,False,False,0,0,,14,6,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69379423.html",0.2.0,2026-05-14T13:25:19.231773+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",19,19,2024-12-28T17:00:00+00:00,546fe158fa8ec8c5296e,True,"Czy szorty są teraz z Tobą w pokoju? Czy to przez szorty poległ: Concord, Dustborn, Forspoken, Saints Row Reboot, Unknown 9, Outlaws, Veilguard?",4f6394181c9f3f20,144,144,False,False,0,0,,3,9,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69392389.html",0.2.0,2026-05-14T13:25:22.809658+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",20,20,2024-12-29T00:43:00+00:00,244e09aea03477633817,False,"Te gry poległy, bo były słabe. DEI nie miało z tymi porażkami nic wspólnego.",2b06ecc83b058840,76,76,False,False,0,0,,2,8,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69394395.html",0.2.0,2026-05-14T13:25:26.102862+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",21,21,2024-12-29T12:01:00+00:00,38653f60b0cf3d3baf71,True,A właśnie że miało mnóstwo wspólnego.,26f45b985848ec76,37,37,False,False,0,0,,3,1,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69395929.html",0.2.0,2026-05-14T13:25:43.868285+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",22,22,2024-12-29T13:48:00+00:00,3fda3629d0c2e46d8b36,True,"A możecie mi wytłumaczyć co ma wspólnego W4 z tym waszym DEI? Co konkretnie w trailerze wskazuje na to wasze woke? Poproszę o całą listę. Bo ja nie pojmuję, nie widziałem tam ani gejów ani lezbijek ani niebinarnych makaronów. Zatem co waszym zdaniem jest tam takiego złego, czego się obawiacie i twierdzicie, że wskazuje, że CDR podąża śladem UBISOFTU. I proszę się nie powoływać na ""mieszany odbiór"" trailera, bo odbiór był jednoznaczny. Spowodował niemały hype i jakiś 1% niezadowolonych graczy (spędziłem sporo na reddicie i youtube), przy czym 99% wchodziło w dyskusję podkreślając jak bardzo nie rozumie tego 1% oraz że nie może doczekać się premiery(już nie mogą się doczekać, mimo że nie znamy nawet daty. Ale wracając do meritum, przykłady poproszę.",5c969a0625493759,757,757,False,False,0,0,,6,1,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69396643.html",0.2.0,2026-05-14T13:25:46.807645+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",23,23,2024-12-29T13:22:00+00:00,39006190c135fb478bea,True,Jesteś w dużym błędzie,9f05ef08580a5971,22,22,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69396495.html",0.2.0,2026-05-14T13:26:01.897656+00:00
69363729,"CD Projekt Red Designer Hates You, States He Wants To Punch Gamers...",24,24,2024-12-30T16:41:00+00:00,86cde42c01c25322e10e,True,"A ty myślisz że czemu te gry ""były słabe""? Totalny brak zdolności kojarzenia faktów.",1a579c8dfdfa15b3,84,84,False,False,0,0,,3,0,"https://www.bankier.pl/forum/temat_re-cd-projekt-red-designer-hates-yo,69408433.html",0.2.0,2026-05-14T13:26:05.558448+00:00
69405739,Ortex 27/12 - 4.68m,0,0,2024-12-30T13:39:00+00:00,4cece3e4b2876d36ea39,False,23/12 było 4.43m,381d6b6473d1b5f6,16,16,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_ortex-27-12-4-68m,69405739.html",0.2.0,2026-05-14T13:26:08.694185+00:00
69405739,Ortex 27/12 - 4.68m,1,1,2024-12-30T13:48:00+00:00,eb8d43a506afa846db8a,True,czyli zwiększają zaangażowanie a kurs nie spada. Ktoś inny rozdaje karty na tym walorze. Może to grozić short squueezem.,85d797ae55a55967,120,120,False,False,0,0,,2,1,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69405899.html",0.2.0,2026-05-14T13:26:12.091008+00:00
69405739,Ortex 27/12 - 4.68m,2,2,2024-12-30T14:19:00+00:00,230494d8e52aab474244,True,zobaczymy ile akcji w tym roku zniknie z ulicy,4d19d74819417644,46,46,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_jeszcze-chwila-i-raporty-od-funduszy,69406265.html",0.2.0,2026-05-14T13:26:15.917356+00:00
69405739,Ortex 27/12 - 4.68m,3,3,2024-12-30T14:57:00+00:00,a4cc9c8515bd08c214db,True,"Ortex nie pokazuje ile akcji zostało wrzuconych w rynek, tylko ile zostało pożyczonych. Przygotowują się na coś ewidentnie, ciekawe czy dadzą Wam podjechać pod 202, czy szybciej Was zasypią. Bądź co bądź kierunek jest jeden w najbliższej przyszłości..",a96efbc43fa9a176,251,251,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69406755.html",0.2.0,2026-05-14T13:26:19.236030+00:00
69405739,Ortex 27/12 - 4.68m,4,4,2024-12-30T15:02:00+00:00,4cece3e4b2876d36ea39,False,Właśnie ORTEX pokazuje niestety akcje które są pożyczone ale nie wiadomo czy odrazu wrzucone w rynek czy to tak zwane zbieranie amunicji i późniejszejszy zrzut. Ja zakładam arbitralnie że połowa akcji jest wrzucana a połowa zbierana na późniejszy zrzut. Wiadomo że w szorty płacą odsetki za pożyczone akcje więc muszą w miarę szybko te akcje wrzucać w rynek. Nie mniej jednak dołek akcji pożyczonych był około 2 tyg temu przy 4.14m. Widać że szort czuje się coraz bardziej pewnie bo trailerze W4 i liczy na jakiś wyzwalacz spadku akcji i wtedy dołożyć się swoimi akcjami. Myślę że czymś takim może być np. korekta w USA.,2567bed72a31bef3,620,620,False,False,0,0,,1,4,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69406827.html",0.2.0,2026-05-14T13:26:22.535748+00:00
69405739,Ortex 27/12 - 4.68m,5,5,2024-12-30T15:17:00+00:00,e44ccff6d2759ef15643,True,"Ale KNF pokazuje pożyczone, więc skoro 2.2jestw. KNF nad progiem i zazwyczaj podobna ilość pod progiem, więc nie sądzę żeby mieli dużo akcji odłożonych, taki rzut 300 400k akcji to zostanie wciągnięty nosem także uważam że shorty h... Mogą. Co do trailera 95% ocenia pozytywnie więc nie pie..ol.",e18d13df6f5adc77,295,295,False,False,0,0,,5,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69407001.html",0.2.0,2026-05-14T13:26:25.631046+00:00
69405739,Ortex 27/12 - 4.68m,6,6,2024-12-30T15:21:00+00:00,eb8d43a506afa846db8a,True,Trend jest jeden - wzrostowy. I to pomimo działań funduszy short.,c03fd0b945426cb9,65,65,False,False,0,0,,3,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69407049.html",0.2.0,2026-05-14T13:26:29.242412+00:00
69405739,Ortex 27/12 - 4.68m,7,7,2024-12-30T15:39:00+00:00,4cece3e4b2876d36ea39,False,"Wiadomo że długoterminowo będzie rosło i jest szansa na nowe ATH zapewne przez premierą W4. Chodzi mi o perspektywę krótkoterminową gdzie zwiększanie akcji przez szort może zwiastować spadek. Trailer był bardzo dobry, ale to przeszłość i fakt i już się pod niego nie gra. Kupuj plotki, sprzedawaj fakty. Kolejna rzecz pod którą będzie grane to zapewne 10 lecie W3 w maju więc szansa na kolejny trailer lub nowe anime CP. Do tego czasu może być informacyjna posucha którą szort może wykorzystać.",c7888c1c5fbe0170,494,494,False,False,0,0,,1,2,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69407351.html",0.2.0,2026-05-14T13:26:32.791140+00:00
69405739,Ortex 27/12 - 4.68m,8,8,2024-12-30T15:38:00+00:00,42cc64ff6002b3b6e377,True,A jak myślisz kto mu pożycza? Goldman?,837e23d0adcc9d1c,38,38,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69407349.html",0.2.0,2026-05-14T13:26:46.231512+00:00
69405739,Ortex 27/12 - 4.68m,9,9,2024-12-30T16:05:00+00:00,6eef99b0ced05e64d08a,True,"Straszenie short-umoczeńcami to przejaw albo braku wyobraźni albo celowego manipulowania. Hedge’e mają do odkupu 5 mln papiera i dalsze pożyczanie mogłoby się skończyć dla nich tragicznie. W 2024 roku wbrew oczekiwaniom shortów rynek zrobił +75%. Nic chłopaki nie mogą. 2025 rok to będzie ich ostatecznej ewakuacji, a to oznacza dalszy wzrost.",609262c4747484a3,343,343,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69407821.html",0.2.0,2026-05-14T13:26:50.060736+00:00
69405739,Ortex 27/12 - 4.68m,10,10,2024-12-30T16:22:00+00:00,8a6e0f6834ef769c79a5,True,"Gdyby shorty nie były spekulantami żerującymi na stratach spółki, to byłoby mi ich szkoda",0a8cb05ea885f2cf,89,89,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69408153.html",0.2.0,2026-05-14T13:26:53.210526+00:00
69405739,Ortex 27/12 - 4.68m,11,11,2024-12-30T16:29:00+00:00,6eef99b0ced05e64d08a,True,Spółka nie ma żadnych strat. Straty pojawią się na rachunkach short umoczeńców przy rozliczeniu pozycji short. To nieuniknione.,e892b85d1a4fe6d0,127,127,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_re-ortex-27-12-4-68m,69408263.html",0.2.0,2026-05-14T13:26:56.272834+00:00
69381655,Jeżeli hedge umoczeńcy na płytkim rynku nic nie mogą to po nich.,0,0,2024-12-27T11:55:00+00:00,6eef99b0ced05e64d08a,True,przy homeopatycznym okołoświątecznym obrocie spekuła nic nie może. Rok 2024 przejdzie do historii jako rok dociśnięcia shortów do gleby. Kilkanaście anglosaskich spekulantów pozwoliło na +80% wzrost kursu akcji cdreda. Natomiast 2025 to będzie rok ostatecznej ewakuacji short ruiny.,eaf60701aa063d8a,282,282,False,False,0,0,,2,4,"https://www.bankier.pl/forum/temat_jezeli-hedge-umoczency-na-plytkim-rynku-nic-nie-moga-to-po-nich,69381655.html",0.2.0,2026-05-14T13:27:03.716433+00:00
69381655,Jeżeli hedge umoczeńcy na płytkim rynku nic nie mogą to po nich.,1,1,2024-12-30T16:10:00+00:00,6eef99b0ced05e64d08a,True,Od nowego roku na gpw wraca kapitał i możemy zmierzać na 200+.,324b76f483b08dc6,62,62,False,False,0,0,,0,2,"https://www.bankier.pl/forum/temat_re-jezeli-hedge-umoczency-na-plytkim-rynku-nic-nie-moga-to-po-nich,69407895.html",0.2.0,2026-05-14T13:27:06.811742+00:00
69406333,Ostatnie podrygi kupujących w tym roku,0,0,2024-12-30T14:23:00+00:00,71686ea7c21c851298c6,True,Wzrost bez znaczenia na niewielkich obrotach. Na przyszły rok cel jest jeden- wyjście dołem z Rgrs i mocny spadek poniżej wsparcia na 80.,b334802df8899935,137,137,False,False,0,0,,3,5,"https://www.bankier.pl/forum/temat_ostatnie-podrygi-kupujacych-w-tym-roku,69406333.html",0.2.0,2026-05-14T13:27:10.368780+00:00
69406333,Ostatnie podrygi kupujących w tym roku,1,1,2024-12-30T14:58:00+00:00,ffdbb73c2956563cee7c,False,Fundusze grające na krótko są odmiennego zdania xD,678d94b080cc3547,50,50,False,False,0,0,,0,0,"https://www.bankier.pl/forum/temat_re-ostatnie-podrygi-kupujacych-w-tym-roku,69406769.html",0.2.0,2026-05-14T13:27:13.949148+00:00
69406333,Ostatnie podrygi kupujących w tym roku,2,2,2024-12-30T15:40:00+00:00,86cde42c01c25322e10e,True,Hahahaha marzyciel się znalazł. 80 to tu następny raz będzie dopiero w drodze do bankructwa.,db810dddeacc1ea5,92,92,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_re-ostatnie-podrygi-kupujacych-w-tym-roku,69407369.html",0.2.0,2026-05-14T13:27:17.627012+00:00
69406333,Ostatnie podrygi kupujących w tym roku,3,3,2024-12-30T15:53:00+00:00,985a523d40a812513c74,False,Wsparcie na 80? Serio nie szkoda Ci czasu na pisanie takich rzeczy. Mogłeś np iść na spacer w tym czasie,5579bef47898308b,104,105,False,False,0,0,,4,1,"https://www.bankier.pl/forum/temat_re-ostatnie-podrygi-kupujacych-w-tym-roku,69407561.html",0.2.0,2026-05-14T13:27:21.185527+00:00
69406333,Ostatnie podrygi kupujących w tym roku,4,4,2024-12-30T16:05:00+00:00,e44ccff6d2759ef15643,True,"80 euro, to 80 euro będzie już w lutym",37b8273670672a12,38,38,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_re-ostatnie-podrygi-kupujacych-w-tym-roku,69407819.html",0.2.0,2026-05-14T13:27:24.511662+00:00
69401525,Na CDR teraz boczniak,0,0,2024-12-30T09:15:00+00:00,3fe726d96ded67d5b43a,True,"Na dłużej, można za darmo zamrozić kapitał, albo powalczyć gdzie indziej i wrócić tutaj za pół roku. Kto myśli, że to dalej będzie rosło chyba lekko się zawiesił. Tzn owszem będzie rosło, ale jeszcze nie teraz.",d59fa60767f7dc07,210,210,False,False,0,0,,1,14,"https://www.bankier.pl/forum/temat_na-cdr-teraz-boczniak,69401525.html",0.2.0,2026-05-14T13:27:28.106371+00:00
69401525,Na CDR teraz boczniak,1,1,2024-12-30T09:36:00+00:00,52aa2d33b74fb27e3d61,True,Lepiej być na pokładzie w razie tzw. W,7c15b7586d29ffb2,38,38,False,False,0,0,,3,0,"https://www.bankier.pl/forum/temat_re-na-cdr-teraz-boczniak,69401931.html",0.2.0,2026-05-14T13:27:31.895601+00:00
69401525,Na CDR teraz boczniak,2,2,2024-12-30T12:05:00+00:00,716ca9b232d5e132186d,True,Nie bierzesz pod uwagę tylko jednego. W każdej chwili jakiś fundusz może zacząć powoli wychodzic także cena może przekroczyć 220 i utrzymać się. W najgorszym wypadku po prostu właśnie kurs zostanie w miejscu i będziesz spać spokojnie że kurs nie odjedzie. Ja mam nadzieję że jeszcze będzie jakiś dołek i dokupie.,1f4ce639130e5504,312,312,False,False,0,0,,4,0,"https://www.bankier.pl/forum/temat_re-na-cdr-teraz-boczniak,69404397.html",0.2.0,2026-05-14T13:27:34.974321+00:00
69401525,Na CDR teraz boczniak,3,3,2024-12-30T15:47:00+00:00,985a523d40a812513c74,False,Masz rację lepiej sprzedać dziś po 193 i odkupić za pół roku po 250. To serio dobry interes. Nie oszukuje.,6cae2dd90fe0d4a4,106,106,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_re-na-cdr-teraz-boczniak,69407457.html",0.2.0,2026-05-14T13:27:38.470321+00:00
69406271,Kieszeń rośnie jak na drorzdrzach!!!!,0,0,2024-12-30T14:19:00+00:00,bfb3d450478b2a9abce4,True,Na prawde czuje te bogactwo nosem. Nad chodzi i jest już blisko kokedzy. Możliwe że nikt z was nie bendzie już biedakiem!!!!,f72b9afee20dd785,124,124,False,False,0,0,,1,1,"https://www.bankier.pl/forum/temat_kieszen-rosnie-jak-na-drorzdrzach,69406271.html",0.2.0,2026-05-14T13:27:41.729529+00:00
69406037,rok 2025,0,0,2024-12-30T13:57:00+00:00,4d385e09f822c7d920f6,True,"do konca lutege 300zl za akcyjke peknie,tak cos czuje,pozdrowienia dla akcjonarjuszy",116b83f3eef6a4c1,84,84,False,False,0,0,,2,1,"https://www.bankier.pl/forum/temat_rok-2025,69406037.html",0.2.0,2026-05-14T13:27:44.965893+00:00
69404863,"Na wykresie wyjście górą z byczej flagi, aż się Bitcoin przypomina",0,0,2024-12-30T12:38:00+00:00,e34295bea1f55e57aa0e,True,"Zasięg wzrostu 250-300 złotych. Gdy przez pół roku mieliśmy akumulację wg schematu Wyckoffa w okolicach 100-115 złotych, też Was wcześniej informowałem. Kto skorzystał, też już jest ładnie zarobiony. To nie jest porada inwestycyjna, a jedynie moja opinia.",c56b46860622864e,255,255,False,False,0,0,,6,1,"https://www.bankier.pl/forum/temat_na-wykresie-wyjscie-gora-z-byczej-flagi-az-sie-bitcoin-przypomina,69404863.html",0.2.0,2026-05-14T13:27:48.101350+00:00
69404863,"Na wykresie wyjście górą z byczej flagi, aż się Bitcoin przypomina",1,1,2024-12-30T13:31:00+00:00,eb8d43a506afa846db8a,True,"faktem jest, że technika sprzyja ruchowi wzrostowemu. Po stabilnych wzrostach w 2024 roku nadchodzi czas na kontynuację podejścia na północ. Być może z większymi lub mniejszymi dynamicznymi podbitkami wynikającymi z wychodzenia shortów ze swoich pozycji.",4b9aa70f7e62d378,254,254,False,False,0,0,,2,0,"https://www.bankier.pl/forum/temat_re-na-wykresie-wyjscie-gora-z-byczej-flagi-az-sie-bitcoin-przypomina,69405637.html",0.2.0,2026-05-14T13:27:51.920418+00:00
69405611,Widze wyjście gurom z trujkonta!!!,0,0,2024-12-30T13:29:00+00:00,bfb3d450478b2a9abce4,True,Od rana to widze i nie bende zdziwiony jak tu po 15tej bendom gurne widły. To ostatnia sesja w tym roku wienc Ameryka może kupowac dzisiaj te akcje po taniości!!! Na prawdę mnie to nie zdziwi.,07d93f2aac7f2f46,192,192,False,False,0,0,,1,0,"https://www.bankier.pl/forum/temat_widze-wyjscie-gurom-z-trujkonta,69405611.html",0.2.0,2026-05-14T13:27:55.694345+00:00
